id,y
1,92.6275349988
2,164.531678476
3,77.7071711027
4,76.360723086
5,144.601089662
8,90.6337809005
10,112.632434843
11,96.2903062117
12,115.970579358
14,111.647294668
15,115.995939596
16,110.39384643
17,150.703888706
19,105.293362387
20,108.601846185
21,128.959250345
22,119.79121989
23,150.5333333
26,123.484648345
28,97.6192155787
29,97.1338370597
33,97.1338370597
35,92.2399331783
41,93.5819206583
42,91.086925116
43,127.281634718
45,101.601554567
46,101.287221519
51,91.9534495636
53,76.8967256101
55,111.482309803
56,91.07974832
57,101.585703316
58,91.9976891171
59,101.30828571
63,112.483728449
64,92.1893541344
65,103.883566843
69,91.0148577438
71,92.451199311
72,102.03166637
73,91.9405678478
76,101.82100472
77,103.711106571
78,116.083936657
82,92.0210911133
83,103.883566843
84,91.868620953
85,101.40648047
87,109.682703367
88,93.3164356338
89,113.427186467
91,93.530133438
93,92.9991210549
94,102.037615593
95,91.5425939845
96,109.170146895
97,91.7194382747
98,111.304727316
99,91.8167242168
101,102.114350415
103,113.427186467
104,90.2207937275
105,110.405753431
110,92.8398177922
111,114.622899197
113,110.423351144
114,90.6242269447
115,136.438161187
117,113.330887595
120,91.6810254493
121,111.003740627
122,94.4153936648
123,109.928739257
126,111.668330115
132,109.944235328
135,105.949224274
137,103.299802868
138,90.6439781423
140,91.3354132652
142,113.205669985
144,109.652392176
148,90.4711944127
149,113.942705798
155,91.5409733739
156,109.781518248
157,91.7194382747
162,111.210217307
163,92.7603028731
167,92.5816120925
172,124.91242915
179,111.672610004
180,99.0133391133
181,109.883319798
182,92.6720474439
183,113.330887595
185,113.330887595
187,110.479063523
188,91.8525195543
189,91.6171309451
191,90.9775584822
192,112.405573555
193,92.2251422257
194,112.139760844
195,90.2485012552
196,112.893571658
198,91.9843348516
199,110.099922662
201,106.557509133
204,91.691095061
205,110.773403891
206,91.8217197127
210,92.0025517525
211,102.114350415
216,110.019574646
219,114.329277744
220,91.4981522047
221,110.491651658
226,109.883319798
227,92.0076923759
228,109.81287551
230,110.630771591
231,91.7194382747
235,116.366281163
236,91.915975713
238,112.218510052
242,103.020176409
243,93.6203466093
244,78.8723347097
245,107.102733656
247,124.008393696
248,91.2347798733
249,92.1321202671
250,110.182829683
251,91.915975713
253,116.366281163
254,91.3097159391
256,92.062428792
257,91.7890168945
258,111.566826727
259,91.7141206902
262,93.1238732673
266,90.4065378582
267,109.93001454
272,100.990289422
273,113.330887595
275,109.543665089
276,114.113006867
279,92.4704609403
280,103.883566843
283,91.4620935786
285,109.764866023
288,113.330887595
289,92.0197564857
290,103.737952199
291,92.2822599868
292,109.920583532
293,109.321929753
296,127.013422769
297,109.913511379
298,115.94042911
299,92.2122480261
304,90.0892368907
305,127.002573512
306,91.0386917355
307,109.941462677
311,115.004688876
313,111.086599905
314,90.2235218005
316,90.3720284099
324,90.8486854071
327,92.2860624635
329,90.2999744064
330,112.071504783
337,102.226478217
338,92.1078405785
339,102.569925874
340,92.1299258858
343,90.5885671682
345,114.329396302
346,90.9189143984
347,116.743453741
349,111.68144224
350,90.3244448849
352,111.675462147
353,90.8442370862
354,75.6711085929
357,90.5043859856
358,111.028693552
362,114.989164895
364,114.818727975
365,101.854043662
366,92.5490698278
367,111.063589742
368,92.0268925687
370,76.0421432605
373,91.384546264
377,90.7564877568
378,110.593830392
382,102.016797527
384,109.923271386
390,90.8719367864
392,109.950607847
393,109.407290828
395,92.6452392454
396,106.662692163
399,77.3507500947
406,111.086599905
408,111.086599905
409,90.9936057865
410,81.4069889259
412,109.6947442
413,90.6490519759
419,91.9217936965
420,111.323915885
421,90.2491461691
430,174.29533318
434,91.7587007854
436,91.8578763709
437,91.4571726772
438,90.787746528
439,112.877273294
440,92.1476502723
443,113.120095633
446,92.0075229517
448,91.3522067462
452,92.0544511026
453,102.386112258
457,102.366638754
458,91.7646291406
459,116.466510945
460,100.527414822
462,102.371430511
464,100.480445171
465,114.325408805
467,116.859446064
471,105.938272362
472,76.3477166807
473,91.5202636111
475,92.345702174
480,92.3909275709
488,112.341214913
490,109.941462677
491,102.069487368
492,76.4933086875
493,91.1979297414
497,90.1317115814
498,111.592788335
499,92.2511014241
500,101.314338328
501,91.9817880491
502,116.764780069
506,76.1837113824
510,109.108523732
511,90.2703607702
512,90.6107614736
516,127.02809535
518,91.2437532826
519,116.521844494
521,90.6441530592
522,109.618677638
526,111.422838928
529,93.5570746699
532,110.288277521
533,90.8706127243
536,113.768387962
537,104.273009851
539,92.4062584854
540,102.096956807
541,91.2171708134
543,91.8912890049
546,109.727863646
547,91.9382128998
548,76.6988894336
551,90.7561347549
552,100.876320782
556,101.983352712
557,93.2674284503
558,111.063589742
559,91.2945555736
560,107.744654631
562,104.397084752
566,92.4427478934
570,111.592788335
571,91.4571726772
572,105.936380579
573,91.9743373857
575,114.325408805
576,110.291112754
577,90.3569250833
579,90.4278350093
580,109.433955727
581,110.124737691
589,109.941462677
591,101.112293791
593,91.6998088268
594,103.55732697
595,91.805206893
598,90.4285932723
602,109.077381834
604,111.709794978
606,111.634440285
608,91.3307168897
609,102.149429369
610,91.6426379619
616,109.585512384
617,92.2745976322
618,101.063250292
620,104.587830599
622,112.370039247
623,90.3811760377
624,113.277302924
626,110.291802096
628,110.195856663
629,92.7622181353
630,110.717589994
637,92.4918250503
638,105.954724433
643,92.0761094594
645,92.3909275709
646,117.341440609
648,93.5416325635
652,92.3828982052
653,91.3274560965
654,111.592788335
656,109.563058971
657,91.1908277357
659,93.2737987765
660,101.875571645
663,91.7929586262
664,111.593526173
666,101.64404015
668,108.335261147
669,89.5941558334
671,92.2925630122
675,92.1841748823
677,91.8394276714
678,106.423956962
679,104.10771326
682,91.949794207
685,101.902652704
687,90.8602901678
688,90.4918263644
693,110.836484656
696,92.2501152665
698,92.468672461
701,93.5732820702
704,102.644753306
705,116.533111947
709,111.833343875
710,92.0629134266
711,101.362939715
712,92.2865833787
714,110.301156284
715,91.768860442
716,110.122182989
717,91.9968537289
720,114.317998981
721,91.2553752287
724,110.537061922
725,90.732497728
726,118.291988943
728,110.579636213
731,92.1009803659
734,102.455881981
738,91.8937480163
745,111.411955991
746,90.3608149381
751,79.0845005748
754,92.264547528
756,91.5517085847
758,92.1003734494
759,115.743245225
761,115.824495984
766,90.735666415
767,109.972471218
768,90.5678361693
769,112.184054411
770,91.9049582258
771,76.888390071
772,103.8003772
773,90.4414231521
774,110.660874318
776,109.998156201
777,91.9269479291
780,125.032554073
782,102.145983506
787,101.136667547
788,92.5098354529
792,90.4054717876
793,110.963970468
798,93.0438854563
800,90.2945190618
806,110.122182989
809,110.931536182
811,115.961538073
812,91.5736436967
814,114.320817037
816,101.472223598
817,91.2185048905
818,110.708628164
820,112.848492134
823,91.9808175972
829,90.2607196162
830,115.507068864
831,88.7128506981
834,109.517085412
839,92.4015269418
841,77.4781982764
844,102.467889958
845,91.8790316276
848,90.1661938482
850,90.6988274273
851,100.637680321
852,91.6060391389
854,91.2627354655
855,92.4130230031
856,114.765512236
859,101.22391156
