id,y
1,78.426864624
2,93.8767318726
3,78.4362106323
4,78.3878479004
5,113.320610046
8,92.5162887573
10,111.900505066
11,94.1175384521
12,117.03616333
14,95.6133651733
15,117.040481567
16,106.926048279
17,96.593170166
19,94.9642715454
20,106.593612671
21,94.4383392334
22,117.024742126
23,96.5592575073
26,95.943939209
28,98.0832290649
29,96.5592575073
33,96.5592575073
35,94.3209686279
41,95.2757644653
42,92.9076385498
43,117.0677948
45,104.679679871
46,103.639152527
51,94.0264663696
53,78.291595459
55,114.991004944
56,92.8401489258
57,103.58404541
58,93.8886642456
59,104.858894348
63,115.192863464
64,94.4467010498
65,107.9662323
69,92.7847061157
71,94.4925918579
72,104.616287231
73,93.8615036011
76,104.337364197
77,105.215003967
78,116.883293152
82,93.9583358765
83,107.9662323
84,93.8327331543
85,103.458580017
87,112.068107605
88,95.2757644653
89,114.079528809
91,95.5852813721
93,95.2281036377
94,104.063156128
95,93.4121170044
96,111.654510498
97,93.6139831543
98,113.832481384
99,93.7247161865
101,103.878311157
103,114.079528809
104,91.432182312
105,113.86693573
110,94.9909820557
111,106.512588501
113,112.760803223
114,92.2248916626
115,110.285949707
117,114.079528809
120,93.5699005127
121,113.810249329
122,96.0205383301
123,112.078559875
126,114.922836304
132,113.214744568
135,104.649742126
137,103.902267456
138,92.2565460205
140,93.1239547729
142,113.852966309
144,112.175743103
148,91.8438110352
149,113.562705994
155,98.6072769165
156,112.117767334
157,93.6139831543
162,113.615844727
163,95.0299453735
167,95.0884246826
172,117.0677948
179,113.868438721
180,97.1782836914
181,112.457809448
182,95.1558380127
183,114.079528809
185,114.079528809
187,115.017776489
188,93.7601470947
189,93.4490966797
191,92.6868438721
192,116.254005432
193,94.4710235596
194,115.205444336
195,91.4958343506
196,114.699256897
198,93.8574371338
199,112.90864563
201,104.652961731
204,93.585899353
205,106.718147278
206,93.7462539673
210,94.1861114502
211,103.878311157
216,112.29070282
219,117.005477905
220,93.2953414917
221,114.129844666
226,112.457809448
227,94.0039596558
228,112.53250885
230,112.388633728
231,93.6139831543
235,116.979232788
236,93.9348068237
238,112.932243347
242,104.371154785
243,95.6329803467
244,78.3022613525
245,110.223403931
247,112.528236389
248,93.073600769
249,94.2035522461
250,113.083732605
251,93.9348068237
253,116.979232788
254,93.1335144043
256,94.1084365845
257,93.6928634644
258,114.704490662
259,93.6111526489
262,78.1056060791
266,91.7740783691
267,112.971389771
272,103.201950073
273,114.079528809
275,99.7528915405
276,115.131729126
279,94.5338821411
280,107.9662323
283,93.3251571655
285,112.599159241
288,114.079528809
289,94.170791626
290,104.856704712
291,94.3466033936
292,113.274520874
293,112.225860596
296,100.936470032
297,112.56325531
298,116.905479431
299,94.2180557251
304,91.1979904175
305,77.8503646851
306,92.7803039551
307,113.381210327
311,110.058898926
313,113.652427673
314,91.437789917
316,91.5675811768
324,92.5776062012
327,94.4732971191
329,91.6207351685
330,115.163093567
337,103.625976562
338,94.5318756104
339,103.590744019
340,94.2601394653
343,91.8176422119
345,117.000427246
346,92.680809021
347,112.920898438
349,113.96471405
350,91.6354980469
352,114.611618042
353,92.5277633667
354,78.1537322998
357,91.9916381836
358,113.39528656
362,113.770446777
364,116.708023071
365,104.476402283
366,94.9020996094
367,113.519256592
368,94.247543335
370,78.0780487061
373,93.2638244629
377,92.4134750366
378,113.227897644
382,104.777427673
384,112.711540222
390,92.6137924194
392,113.133651733
393,111.796012878
395,94.8801422119
396,107.709777832
399,78.5198822021
406,113.652427673
408,113.652427673
409,92.7053604126
410,78.2362289429
412,112.672172546
413,92.2536315918
419,93.9291915894
420,113.113372803
421,91.3535461426
430,94.8292770386
434,93.644317627
436,93.7678146362
437,93.2612991333
438,92.464302063
439,113.140792847
440,94.1531448364
443,115.346534729
446,93.9712600708
448,93.1297073364
452,94.0926589966
453,104.086738586
457,103.765487671
458,93.6533966064
459,114.894554138
460,102.631546021
462,103.843154907
464,102.608932495
465,117.008476257
467,115.390403748
471,109.581680298
472,78.3585357666
473,98.1198883057
475,94.4578781128
480,94.5000991821
488,114.109893799
490,113.381210327
491,103.830299377
492,78.2803878784
493,92.974822998
497,91.1303787231
498,114.993370056
499,94.2920684814
500,103.813896179
501,94.1085205078
502,113.258712769
506,77.9970550537
510,111.524589539
511,91.5652084351
512,92.2007064819
516,94.8113937378
518,92.98878479
519,112.837036133
521,92.2557220459
522,111.504501343
526,114.685028076
529,95.7415771484
532,113.169288635
533,92.5795288086
536,115.622528076
537,98.4533538818
539,94.5255508423
540,103.839698792
541,93.067489624
543,93.8787155151
546,112.904167175
547,93.9889373779
548,78.0017547607
551,92.4323883057
552,103.10534668
556,103.885009766
557,95.4139709473
558,113.519256592
559,93.162902832
560,107.301063538
562,107.957046509
566,94.5966262817
570,114.993370056
571,93.2612991333
572,108.941200256
573,93.9011230469
575,117.008476257
576,113.551239014
577,91.5682373047
579,91.8457946777
580,112.244010925
581,113.690788269
589,113.381210327
591,103.580322266
593,93.5585403442
594,105.055747986
595,93.7175674438
598,91.8245010376
602,111.406845093
604,115.650627136
606,113.530464172
608,93.1866989136
609,103.862739563
610,93.4827880859
616,112.746627808
617,94.4154968262
618,103.425323486
620,105.857765198
622,115.551757812
623,91.6307678223
624,116.916725159
626,113.205581665
628,113.053504944
629,95.3680267334
630,112.622421265
637,94.7801208496
638,106.216644287
643,94.085319519
645,94.5000991821
646,115.151031494
648,95.4751052856
652,94.4965820312
653,93.1148147583
654,114.993370056
656,112.678733826
657,93.0279388428
659,99.0178527832
660,103.730171204
663,93.7171859741
664,114.405136108
666,103.635246277
668,110.809059143
669,90.5129013062
671,94.3513183594
675,94.3491210938
677,93.7495651245
678,109.906440735
679,104.734085083
682,93.8682327271
685,103.730377197
687,92.5730743408
688,91.9874191284
693,113.478317261
696,94.360534668
698,94.6188201904
701,95.7214660645
704,104.179367065
705,117.007026672
709,114.289161682
710,94.2743225098
711,103.53528595
712,94.2646484375
714,113.317276001
715,93.6738510132
716,113.620140076
717,94.3253173828
720,117.020973206
721,93.005531311
724,104.018478394
725,92.288269043
726,114.875915527
728,113.127571106
731,94.1206741333
734,104.129310608
738,93.8385467529
745,114.012168884
746,91.7405776978
751,78.4124679565
754,94.3654708862
756,93.4317169189
758,94.428565979
759,114.513885498
761,117.002883911
766,92.3659667969
767,113.296386719
768,92.0592193604
769,114.265823364
770,93.7937164307
771,78.3191452026
772,104.654159546
773,91.8441467285
774,114.670852661
776,112.799865723
777,93.9458694458
780,117.072845459
782,103.8621521
787,103.541145325
788,94.659362793
792,91.6217880249
793,114.19467926
798,94.9600830078
800,91.1426010132
806,113.620140076
809,113.626754761
811,114.537704468
812,93.3904876709
814,117.023994446
816,103.558250427
817,93.0773925781
818,113.826652527
820,114.109191895
823,94.0541915894
829,91.1048583984
830,113.93372345
831,89.2075958252
834,112.670623779
839,94.7598953247
841,78.4129104614
844,104.049934387
845,93.8472213745
848,91.3337783813
850,92.3455200195
851,102.911247253
852,93.4271697998
854,93.1235275269
855,94.5484085083
856,103.484214783
859,101.85344696
861,114.670852661
864,95.1991653442
865,114.131347656
866,92.9244689941
867,93.940322876
869,95.182144165
871,91.4897537231
872,113.620140076
882,103.288421631
883,93.714553833
885,94.7759170532
888,94.7826080322
893,112.735160828
901,108.77911377
903,103.841049194
904,91.5539321899
905,103.52822113
910,94.7316055298
911,110.29499054
914,115.588882446
918,115.674766541
921,91.1332168579
928,94.0524749756
929,104.608032227
932,93.0547485352
933,104.08518219
934,94.7316055298
935,113.266967773
937,77.9614486694
939,94.3338394165
940,103.429893494
941,95.7639923096
942,103.50667572
943,94.1131668091
944,103.006210327
947,113.620140076
949,112.807929993
951,115.278114319
952,93.7199554443
953,103.841049194
954,78.3475112915
957,112.271202087
959,92.0705108643
960,114.851020813
963,117.023994446
965,113.620140076
967,103.363258362
971,92.9079589844
972,78.4368896484
973,94.6468276978
974,113.31678009
975,93.8260345459
978,115.525314331
980,116.328514099
981,95.852897644
984,115.532485962
986,94.7316055298
988,92.0592193604
989,111.57144928
990,103.946281433
992,108.77911377
996,93.800994873
999,113.316360474
1000,91.815536499
1001,114.131347656
1002,92.0541381836
1003,112.799865723
1004,93.6499252319
1008,111.789764404
1009,94.9092330933
1010,105.088661194
1012,115.094596863
1013,91.4348754883
1014,111.213920593
1015,93.4227905273
1016,117.017501831
1019,95.7773513794
1020,114.124610901
1021,94.7316055298
1022,103.807731628
1024,94.7316055298
1025,78.3970031738
1027,95.0309906006
1028,105.363418579
1029,92.5017089844
1030,95.1946487427
1033,113.133018494
1036,92.416809082
1037,114.172210693
1038,91.4615478516
1042,94.3338394165
1043,103.999786377
1044,93.270362854
1045,112.895568848
1047,115.019256592
1050,93.9577407837
1051,113.424690247
1054,93.773651123
1056,95.852897644
1057,93.6664047241
1059,94.1373138428
1062,100.0181427
1063,103.404663086
1064,95.852897644
1066,93.1692504883
1070,103.841743469
1076,113.122146606
1077,102.66910553
1078,113.915252686
1080,114.337432861
1082,116.059814453
1083,94.2697753906
1089,111.836135864
1091,95.2249984741
1093,92.1524887085
1097,95.8262252808
1099,92.01902771
1101,95.3426818848
1103,94.4402313232
1104,112.995506287
1106,112.722839355
1109,94.4522399902
1110,115.343437195
1111,93.085395813
1112,114.213676453
1114,94.3686218262
1116,94.6634368896
1117,112.502418518
1120,94.9163742065
1124,113.050849915
1125,92.521987915
1126,112.584564209
1134,113.024925232
1137,93.8525085449
1138,114.283172607
1144,113.973556519
1145,94.1349258423
1146,92.0775985718
1148,94.6280975342
1150,94.5188674927
1152,104.158081055
1153,96.3073883057
1154,103.811203003
1155,94.3476104736
1157,94.6028518677
1162,94.4549484253
1165,112.818595886
1166,91.3530578613
1167,103.71459198
1168,95.3032836914
1169,101.705406189
1171,117.01864624
1172,95.8958129883
1173,101.705406189
1174,94.7429962158
1176,94.4399032593
1177,103.157264709
1178,93.2630157471
1182,113.047988892
1186,95.0725326538
1187,115.68611145
1188,95.2046966553
1189,117.077316284
1191,107.679389954
1192,94.7836685181
1197,114.7109375
1198,93.4300613403
1200,78.4735717773
1201,94.6805953979
1203,94.6362380981
1209,117.03755188
1214,103.505828857
1218,112.678062439
1222,96.7644348145
1226,95.4673995972
1228,93.3762130737
1230,92.9982757568
1232,78.4408416748
1233,94.7237091064
1236,115.433624268
1238,95.3131866455
1241,113.973556519
1244,105.079803467
1246,95.4197006226
1247,113.98097229
1250,113.975563049
1251,93.0581054688
1254,115.064376831
1255,95.936164856
1256,111.204429626
1257,92.9241714478
1258,90.9129180908
1259,113.757751465
1260,93.892829895
1263,113.605834961
1267,78.4223480225
1268,112.950843811
1271,94.5138931274
1272,112.984771729
1274,104.609214783
1275,94.4549484253
1276,113.569450378
1277,91.8812713623
1279,92.0775985718
1281,93.7673492432
1282,95.2046966553
1283,113.432502747
1285,113.731575012
1286,94.3223190308
1289,114.346382141
1296,114.557342529
1299,93.9018325806
1301,94.1084060669
1306,94.5570526123
1307,93.8850708008
1308,92.6729354858
1313,113.569450378
1314,95.572769165
1315,115.343437195
1316,93.1861877441
1317,113.85118866
1319,91.4421920776
1323,95.0112991333
1324,103.686988831
1325,92.9666595459
1328,103.522026062
1329,91.8063278198
1330,114.717781067
1331,93.2402648926
1332,103.695838928
1337,96.0898666382
1338,113.89691925
1339,93.1517333984
1340,113.241989136
1343,114.691085815
1347,103.65537262
1348,93.0881958008
1349,104.79598999
1352,93.0650024414
1354,95.3521881104
1359,111.821990967
1360,95.5214080811
1363,114.520690918
1364,94.7544708252
1365,104.530944824
1366,94.8890991211
1372,92.9556427002
1375,103.404052734
1376,93.8489990234
1378,94.3497772217
1379,112.856697083
1380,95.4886245728
1381,101.967437744
1384,115.086227417
1387,94.1538467407
1388,113.109130859
1392,77.7954177856
1394,104.714508057
1395,95.4943695068
1396,114.62046814
1398,93.3724746704
1399,114.62046814
1400,93.1059036255
1401,93.3354873657
1403,95.7678909302
1404,115.333480835
1406,114.62046814
1407,93.9152145386
1408,113.946128845
1410,78.4536590576
1412,114.421020508
1413,93.6281433105
1415,95.6189193726
1420,113.946128845
1422,112.727279663
1423,107.489746094
1424,113.946128845
1425,94.2038574219
1426,78.4536590576
1427,94.5901260376
1429,92.6466064453
1430,113.540473938
1431,95.2138900757
1432,104.005157471
1434,112.657073975
1437,94.8291473389
1438,108.632926941
1440,114.112937927
1441,114.512771606
1442,92.9764862061
1444,113.57106781
1445,95.4650115967
1446,103.899276733
1448,93.7459182739
1453,94.0612335205
1454,114.421020508
1455,94.7774887085
1456,116.456550598
1458,114.421020508
1459,93.3415145874
1461,93.0808258057
1465,94.1538467407
1466,111.26713562
1469,95.1194610596
1472,94.0612335205
1474,94.7896652222
1477,113.607841492
1479,111.677360535
1482,90.7872543335
1483,78.4066238403
1487,95.1780776978
1488,115.405441284
1490,113.559402466
1492,112.764350891
1494,117.073867798
1496,103.83971405
1497,93.2476577759
1499,96.3740310669
1502,95.1315307617
1507,113.319274902
1508,93.0650024414
1509,111.634269714
1511,92.6541366577
1512,113.012001038
1513,116.926811218
1514,103.927497864
1518,113.548675537
1519,93.0542755127
1522,114.347106934
1524,78.5025482178
1527,92.9764862061
1529,95.0739593506
1532,104.235992432
1536,114.273345947
1537,117.040473938
1539,103.880752563
1542,114.459999084
1543,93.8489990234
1544,104.990745544
1545,78.5660095215
1550,93.8740234375
1551,111.038848877
1554,107.771072388
1556,104.392959595
1559,93.6611175537
1560,78.4235687256
1562,95.0048065186
1566,93.0659561157
1567,113.066040039
1569,103.954582214
1570,114.488838196
1571,114.604545593
1574,93.0650024414
1578,104.066833496
1580,94.6191635132
1583,111.682823181
1584,93.0650024414
1585,112.97883606
1586,97.1469116211
1587,113.124038696
1588,92.479309082
1590,117.006057739
1592,103.729850769
1596,115.549530029
1598,112.779472351
1599,93.8180770874
1604,115.200798035
1606,103.236976624
1607,93.6281433105
1608,104.628875732
1609,117.013237
1611,94.8436431885
1613,95.9073638916
1616,95.6304244995
1619,113.830825806
1620,95.1822433472
1621,113.5001297
1622,92.5660095215
1625,109.255065918
1627,117.013237
1629,115.21031189
1634,95.5557403564
1636,94.5113449097
