id,y
1,79.2004394531
2,97.6758422852
3,77.9995727539
4,77.4899291992
5,117.111251831
8,94.6094818115
10,113.229927063
11,95.5101699829
12,117.015289307
14,96.2527618408
15,117.019439697
16,106.261749268
17,97.4346237183
19,96.0163879395
20,105.856452942
21,96.9620285034
22,117.307495117
23,97.4304962158
26,96.6601715088
28,95.9513320923
29,95.4087219238
33,95.4087219238
35,94.2063217163
41,94.8842315674
42,93.4886398315
43,117.698303223
45,104.267715454
46,103.850776672
51,93.7656555176
53,77.7161026001
55,114.06476593
56,93.2260131836
57,104.009384155
58,94.1375732422
59,104.220367432
63,114.394813538
64,94.1170043945
65,106.406829834
69,93.6753692627
71,94.3861236572
72,104.3465271
73,94.0400390625
76,104.211357117
77,104.757888794
78,116.976394653
82,94.0861053467
83,106.406829834
84,93.6763000488
85,103.957885742
87,112.749519348
88,94.8027648926
89,114.217300415
91,94.8102416992
93,94.676940918
94,104.185020447
95,93.6927032471
96,112.162338257
97,93.7949523926
98,113.620391846
99,93.9509811401
101,104.176628113
103,114.217300415
104,92.4484405518
105,113.247428894
110,94.6187286377
111,110.200340271
113,113.238723755
114,92.8926773071
115,114.084762573
117,114.197769165
120,93.7806091309
121,113.504699707
122,94.8936080933
123,112.842628479
126,114.080162048
132,112.98928833
135,104.807273865
137,104.421051025
138,92.9582977295
140,93.3577575684
142,114.119400024
144,112.775260925
148,92.8700866699
149,114.178710938
155,95.8605804443
156,112.808128357
157,93.7949523926
162,113.578277588
163,94.5758895874
167,94.4329528809
172,117.586990356
179,113.74671936
180,95.6689605713
181,112.967163086
182,94.4835205078
183,114.197769165
185,114.197769165
187,113.771064758
188,93.9948959351
189,93.4999237061
191,93.0258789062
192,114.728614807
193,94.1629333496
194,114.323951721
195,92.4580383301
196,114.286773682
198,94.1566162109
199,113.134735107
201,104.853439331
204,93.8504638672
205,106.107635498
206,93.6375350952
210,93.8343048096
211,104.176628113
216,112.958892822
219,116.755050659
220,93.1863098145
221,113.351913452
226,112.967163086
227,93.9708099365
228,112.954116821
230,113.162063599
231,93.7949523926
235,117.03666687
236,93.7210540771
238,113.692298889
242,104.440361023
243,94.8268508911
244,78.0885391235
245,111.518798828
247,116.151390076
248,93.5306777954
249,94.0866165161
250,113.168884277
251,93.7210540771
253,117.03666687
254,93.476852417
256,94.0022888184
257,93.7210845947
258,113.950912476
259,93.8975906372
262,78.7548599243
266,92.7392272949
267,113.033187866
272,103.814788818
273,114.197769165
275,97.9046478271
276,114.719612122
279,94.3987197876
280,106.406829834
283,93.6570739746
285,112.939720154
288,114.197769165
289,93.8673553467
290,104.665176392
291,94.2504425049
292,112.958724976
293,112.45791626
296,99.87890625
297,113.007019043
298,116.967063904
299,94.2056427002
304,92.2326812744
305,84.0049133301
306,93.1560821533
307,112.959350586
311,108.314956665
313,113.533416748
314,92.4510192871
316,92.7628936768
324,93.2252197266
327,94.2361450195
329,92.4608154297
330,114.289581299
337,104.232215881
338,94.0108184814
339,104.337104797
340,94.0576019287
343,93.054473877
345,116.751113892
346,93.3209609985
347,114.475860596
349,113.760848999
350,92.5902862549
352,113.941017151
353,92.9567565918
354,77.5104522705
357,92.8397521973
358,113.511657715
362,114.404815674
364,116.684104919
365,104.264877319
366,94.4493865967
367,113.525093079
368,93.8746185303
370,77.5480270386
373,93.8470611572
377,92.9000701904
378,113.349861145
382,104.388900757
384,113.036514282
390,93.3063964844
392,113.013381958
393,112.516738892
395,94.514831543
396,106.008560181
399,77.6116638184
406,113.533416748
408,113.533416748
409,93.0344009399
410,78.2981719971
412,112.897842407
413,93.0388946533
419,93.7477111816
420,113.563827515
421,92.6223907471
430,99.0205001831
434,93.5897750854
436,93.990776062
437,93.4251861572
438,93.2897033691
439,113.877578735
440,94.1441040039
443,114.592521667
446,94.0278167725
448,93.319732666
452,93.9965515137
453,104.268203735
457,104.243286133
458,93.5939559937
459,115.110389709
460,103.637649536
462,104.240310669
464,103.572883606
465,116.756439209
467,115.653968811
471,111.174537659
472,77.5478057861
473,95.5738372803
475,94.299331665
480,94.3371582031
488,113.975654602
490,112.959350586
491,104.16204834
492,77.6371612549
493,93.295463562
497,92.5344543457
498,114.094573975
499,94.2281188965
500,103.884811401
501,93.8034210205
502,114.591751099
506,77.5338516235
510,112.147628784
511,92.4016876221
512,92.7277374268
516,104.080490112
518,93.1804046631
519,114.361198425
521,92.8667221069
522,112.519790649
526,113.901046753
529,94.524520874
532,113.214889526
533,93.0669174194
536,114.826980591
537,100.695037842
539,94.3488616943
540,104.169967651
541,93.5966033936
543,93.6976547241
546,112.887969971
547,93.7459640503
548,77.5831069946
551,93.0426025391
552,103.794700623
556,104.141105652
557,94.7592010498
558,113.525093079
559,93.7033309937
560,106.434768677
562,106.744667053
566,94.3764343262
570,114.094573975
571,93.4251861572
572,106.849143982
573,94.0597763062
575,116.756439209
576,113.168334961
577,92.7361602783
579,92.7279205322
580,112.65045166
581,113.078109741
589,112.959350586
591,103.747741699
593,93.5487594604
594,104.699813843
595,93.7938995361
598,92.7628326416
602,112.212127686
604,114.410675049
606,113.70539093
608,93.6123504639
609,104.185012817
610,93.5207824707
616,112.783454895
617,94.2296905518
618,103.737304688
620,104.915031433
622,114.517410278
623,92.7612838745
624,115.166687012
626,113.212478638
628,113.178153992
629,94.3043823242
630,113.276519775
637,94.4125213623
638,105.189376831
643,94.0582733154
645,94.3371582031
646,115.541625977
648,94.85521698
652,94.3303833008
653,93.3524169922
654,114.094573975
656,112.775543213
657,93.5280151367
659,96.0849304199
660,104.103729248
663,93.5438690186
664,113.837402344
666,104.025627136
668,111.907203674
669,92.1099319458
671,94.2607498169
675,94.1224212646
677,93.9684448242
678,111.458175659
679,104.668731689
682,94.0544433594
685,104.112808228
687,93.0942382812
688,92.7658843994
693,113.438842773
696,94.2098999023
698,94.3960723877
701,94.6830062866
704,104.3359375
705,117.061294556
709,113.873886108
710,93.9335327148
711,103.905693054
712,94.2763061523
714,113.201522827
715,93.8485107422
716,113.071166992
717,93.8433303833
720,116.764350891
721,93.2035064697
724,105.148849487
725,93.2791290283
726,115.547042847
728,113.343666077
731,94.0808868408
734,104.290542603
738,93.866859436
745,113.67816925
746,92.55809021
751,78.3815460205
754,94.2263183594
756,93.7569274902
758,93.9923934937
759,114.783432007
761,116.98765564
766,93.2340087891
767,112.993881226
768,92.9940185547
769,113.968597412
770,94.0880050659
771,77.7154083252
772,104.613586426
773,92.7872772217
774,113.65296936
776,113.080947876
777,93.7465362549
780,117.593093872
782,104.184082031
787,103.765274048
788,94.4258575439
792,92.8064880371
793,113.55796051
798,94.7032165527
800,92.7188949585
806,113.071166992
809,113.472579956
811,114.832107544
812,93.2714614868
814,116.767349243
816,103.959838867
817,93.6793746948
818,110.669021606
820,114.100234985
823,93.8211975098
829,92.6912994385
830,114.535140991
831,91.3017654419
834,112.717880249
839,94.3378601074
841,77.8854675293
844,104.278518677
845,93.6985626221
848,92.35987854
850,93.0508728027
851,103.697097778
852,93.4456787109
854,93.6517486572
855,94.3536071777
856,106.176300049
859,103.053451538
861,113.65296936
864,94.678527832
865,113.404663086
866,93.5303497314
867,93.7716293335
869,94.6974411011
871,92.5409240723
872,113.071166992
882,103.728164673
883,93.6648864746
885,94.4409255981
888,94.4248504639
893,112.676589966
901,110.933952332
903,104.170768738
904,93.008102417
905,103.996276855
910,94.4889297485
911,111.670410156
914,114.70111084
918,115.518913269
921,92.548538208
928,93.7743225098
929,104.507553101
932,93.360244751
933,104.320304871
934,94.4889297485
935,113.065757751
937,77.7196960449
939,94.305267334
940,103.695205688
941,94.630821228
942,104.023681641
943,94.1595916748
944,103.743499756
947,113.078399658
949,113.163391113
951,114.120925903
952,93.8576965332
953,104.170768738
954,77.6103210449
957,112.847549438
959,92.9954376221
960,115.459976196
963,116.767349243
965,113.078399658
967,103.902816772
971,93.4434967041
972,77.6542205811
973,94.4355773926
974,113.318847656
975,93.8261489868
978,116.275268555
980,114.73046875
981,94.9866256714
984,114.726509094
986,94.4889297485
988,92.990234375
989,112.231132507
990,104.410949707
992,110.933952332
996,93.7156982422
999,114.045715332
1000,92.8011016846
1001,113.404663086
1002,92.9878997803
1003,113.080947876
1004,93.7110290527
1008,112.339401245
1009,94.158241272
1010,105.5495224
1012,115.749740601
1013,92.5232086182
1014,113.453491211
1015,93.4270095825
1016,117.104736328
1019,94.4311752319
1020,113.900314331
1021,94.4889297485
1022,104.151947021
1024,94.4889297485
1025,78.0644836426
1027,94.6267166138
1028,104.966293335
1029,93.0492858887
1030,94.6214752197
1033,113.234268188
1036,92.9841766357
1037,113.506195068
1038,92.716758728
1042,94.305267334
1043,104.030143738
1044,93.4682617188
1045,112.809814453
1047,115.404525757
1050,93.7768096924
1051,112.988449097
1054,93.6918716431
1056,94.9866256714
1057,93.6462860107
1059,94.0348815918
1062,102.467025757
1063,103.958267212
1064,94.9866256714
1066,93.4746704102
1070,104.324478149
1076,112.922149658
1077,103.028747559
1078,113.212402344
1080,113.917778015
1082,114.574295044
1083,94.185043335
1089,112.917793274
1091,94.6284484863
1093,92.9567489624
1097,94.9295501709
1099,92.8767089844
1101,94.7701644897
1103,94.1207351685
1104,112.858657837
1106,112.740531921
1109,93.9297103882
1110,114.376266479
1111,93.416229248
1112,113.54108429
1114,93.9694747925
1116,94.006729126
1117,113.030700684
1120,94.4402084351
1124,113.197280884
1125,93.0219726562
1126,112.997741699
1134,112.931266785
1137,93.9437408447
1138,113.751434326
1144,113.220970154
1145,94.0323257446
1146,92.8073883057
1148,94.2071990967
1150,94.2556762695
1152,104.334671021
1153,95.209487915
1154,103.977035522
1155,94.3116149902
1157,93.9695968628
1162,94.3610076904
1165,113.100646973
1166,92.7068557739
1167,104.109077454
1168,94.7573776245
1169,102.985321045
1171,117.13293457
1172,95.028427124
1173,102.985321045
1174,94.1523590088
1176,94.3833618164
1177,103.811248779
1178,93.4712219238
1182,113.238479614
1186,94.6469573975
1187,114.553817749
1188,94.5744781494
1189,117.671363831
1191,106.239082336
1192,94.5094146729
